Lat,Lon
42.1891003,-83.3523634
42.1885851,-83.3527344
42.1877449,-83.3529133
42.1876547,-83.3598977
42.1880878,-83.3599168
42.1880998,-83.3617631
42.1884673,-83.3617546
42.188646,-83.3617505
42.1897862,-83.3609276
42.190752,-83.3602254
42.19098,-83.3600596
42.1910716,-83.3599929
42.1911552,-83.3599724
42.191287,-83.35994
42.191525,-83.359879
42.191573,-83.360155
42.1917272,-83.3609019
42.191854,-83.361622
42.191878,-83.36174
42.192144,-83.363039
42.1924284,-83.3644556
42.192561,-83.365116
42.192599,-83.365335
42.192687,-83.365732
42.192773,-83.366157
42.192863,-83.366603
42.192937,-83.366961
42.193337,-83.368936
42.193594,-83.370182
42.1938023,-83.3712194
42.194053,-83.372468
42.194288,-83.373585
42.194408,-83.374154
42.19447,-83.374576
42.194545,-83.375104
42.194564,-83.375317
42.194586,-83.375537
42.194604,-83.375748
42.194617,-83.375949
42.194626,-83.376335
42.194629,-83.376507
42.1946284,-83.3765811
42.194627,-83.376752
42.194622,-83.37685
42.194615,-83.377048
42.194599,-83.377353
42.1945921,-83.3774424
42.194575,-83.377668
42.194549,-83.37795
42.194522,-83.378169
42.194462,-83.378655
42.194448,-83.378789
42.194414,-83.379053
42.194394,-83.379203
42.194378,-83.379364
42.1943436,-83.3798419
42.1943211,-83.3803141
42.1942806,-83.3807188
42.1942365,-83.3808181
42.194208,-83.381425
42.1941933,-83.3817935
42.19418,-83.382126
42.1941774,-83.3826661
42.1945736,-83.3827415
42.1948505,-83.382801
42.1949026,-83.3828148
42.1950665,-83.3828629
42.1951336,-83.3828904
42.1952141,-83.3829233
42.1952728,-83.3829487
42.1953506,-83.3829884
42.19543,-83.3830312
42.1955189,-83.3830804
42.1955729,-83.3831154
42.1956443,-83.3831693
42.1957269,-83.3832328
42.1958126,-83.3833059
42.1959618,-83.383452
42.1961158,-83.3836203
42.1961603,-83.3836742
42.1962079,-83.3837409
42.1962603,-83.3838187
42.1964391,-83.3841094
42.196646,-83.384457
42.1969,-83.3848888
42.1971348,-83.3852883
42.1972793,-83.385528
42.1973777,-83.38569
42.197498,-83.385888
42.197621,-83.386091
42.19783,-83.386419
42.198058,-83.386777
42.19807,-83.3867942
42.198253,-83.387057
42.198426,-83.387258
42.198572,-83.387409
42.198793,-83.387591
42.1989425,-83.3876954
42.198972,-83.387716
42.199179,-83.387833
42.199398,-83.387922
42.199549,-83.387967
42.199727,-83.388006
42.199914,-83.388029
42.2000948,-83.3880394
42.200139,-83.388042
42.200704,-83.388062
42.202108,-83.388105
42.2031136,-83.3881421
42.204058,-83.388177
42.204178,-83.388175
42.204328,-83.38817
42.2044329,-83.3881614
42.204474,-83.388158
42.204627,-83.388143
42.204756,-83.388122
42.204895,-83.388096
42.204962,-83.38808
42.205091,-83.388043
42.2051711,-83.3880161
42.205261,-83.387986
42.205405,-83.387928
42.205612,-83.38784
42.2058019,-83.3877306
42.2058651,-83.3876909
42.2058963,-83.3876332
42.2060183,-83.3875292
42.2061924,-83.3874037
42.2066272,-83.3870768
42.2067009,-83.3870769
42.2071019,-83.386782
42.2074299,-83.38654
42.2078088,-83.3862591
42.2079971,-83.3861195
42.208416,-83.385809
42.2087732,-83.385566
42.2089327,-83.3854576
42.2092193,-83.3852577
42.2096478,-83.3849591
42.2099988,-83.3846965
42.2102031,-83.384538
42.2102698,-83.3844864
42.2108634,-83.3840339
42.2115343,-83.3835397
42.2129313,-83.3825107
42.2132589,-83.3822694
42.2135079,-83.3820854
42.213613,-83.382008
42.2138825,-83.3817995
42.214477,-83.3813398
42.2146401,-83.3812137
42.2150718,-83.3809216
42.2155165,-83.3805852
42.215696,-83.380452
42.2157319,-83.3804276
42.215961,-83.380272
42.216635,-83.3797761
42.2168946,-83.3795851
42.2169369,-83.379554
42.2178989,-83.3788462
42.2183184,-83.3785376
42.2193789,-83.3777573
42.219854,-83.3774077
42.2204535,-83.3769667
42.2213663,-83.3762916
42.2220856,-83.3757586
42.2222529,-83.3756347
42.222463,-83.375479
42.222868,-83.375178
42.223043,-83.375044
42.2233293,-83.3748359
42.2235368,-83.3746851
42.2238332,-83.3744696
42.225418,-83.373318
42.225569,-83.373207
42.226189,-83.372748
42.226401,-83.372584
42.226871,-83.3722201
42.2270339,-83.3720939
42.2271328,-83.3720174
42.2274275,-83.3717892
42.227832,-83.371476
42.228018,-83.371332
42.229615,-83.370158
42.229662,-83.370124
42.229896,-83.369955
42.2300193,-83.369863
42.2303679,-83.3696116
42.230553,-83.369482
42.2307554,-83.3692501
42.2308378,-83.3691522
42.2308825,-83.3690691
42.2309004,-83.3690235
42.2309168,-83.3689453
42.230939,-83.368837
42.231006,-83.368515
42.231042,-83.368373
42.231077,-83.368263
42.231109,-83.368182
42.231154,-83.368077
42.231191,-83.368
42.231231,-83.367927
42.231305,-83.36781
42.231621,-83.367378
42.231916,-83.366955
42.232123,-83.366644
42.232255,-83.366434
42.232351,-83.366266
42.232429,-83.366112
42.232478,-83.366016
42.232594,-83.365757
42.23271,-83.365461
42.232795,-83.365214
42.232883,-83.364925
42.232899,-83.364872
42.232962,-83.364737
42.233209,-83.363805
42.2337748,-83.3618068
42.2339813,-83.361218
42.234436,-83.359414
42.234791,-83.357966
42.235236,-83.356174
42.2354015,-83.3555081
42.235444,-83.355337
42.2356844,-83.3543603
42.235975,-83.353182
42.236075,-83.352781
42.236355,-83.35163
42.236443,-83.350884
42.236625,-83.35012
42.236834,-83.349255
42.236866,-83.34912
42.236995,-83.348582
42.237076,-83.348263
42.237121,-83.348084
42.2371623,-83.3479031
42.237409,-83.346822
42.237651,-83.345811
42.237996,-83.344404
42.238198,-83.343553
42.238309,-83.343119
42.238395,-83.342757
42.238587,-83.341994
42.238661,-83.3416908
42.238676,-83.341613
42.23871,-83.341478
42.238778,-83.341202
42.238812,-83.341073
42.238893,-83.340736
42.239898,-83.336658
42.239971,-83.336374
42.24016,-83.3356
42.2404769,-83.3343223
42.2409373,-83.3324661
42.2409604,-83.3322405
42.24138,-83.330267
42.241414,-83.330063
42.241432,-83.329887
42.241437,-83.329703
42.241435,-83.329605
42.241423,-83.329453
42.241408,-83.329303
42.241388,-83.329153
42.241375,-83.3290927
42.241268,-83.328597
42.241237,-83.328464
42.241185,-83.32826
42.241158,-83.328118
42.241147,-83.328012
42.241145,-83.327965
42.240062,-83.327914
42.2398694,-83.3279064
42.2397844,-83.3279031
42.239691,-83.327832
42.2394209,-83.3278161
42.239232,-83.327805
42.238913,-83.32779
42.2387357,-83.327784
42.2384602,-83.3277747
42.23841,-83.327773
42.2382236,-83.3277674
42.2380249,-83.3277614
42.237739,-83.3277528
42.2374047,-83.3277427
42.2370091,-83.3277308
42.236984,-83.32773
42.2366159,-83.3277165
42.2363274,-83.3277059
42.235948,-83.327692
42.2357135,-83.3276828
42.235286,-83.327666
42.2340852,-83.3276298
42.233833,-83.3276222
42.2336515,-83.3276167
42.2336146,-83.3276156
42.2335043,-83.3276116
42.2333284,-83.327605
42.2330602,-83.3275949
42.23256,-83.327576
42.2321884,-83.3275619
42.231579,-83.327539
42.2312467,-83.3275286
42.2308696,-83.3275168
42.230315,-83.3274985
42.2302048,-83.3274953
42.229783,-83.3274803
42.2294997,-83.3274751
42.229241,-83.327466
42.2279234,-83.3274283
42.2265929,-83.3273798
42.2263938,-83.3273733
42.2251025,-83.3273313
42.2248939,-83.3273245
42.224417,-83.327309
