Lat,Lon
38.1552983,-85.7328636
38.155005,-85.733012
38.153228,-85.733921
38.153244,-85.733988
38.153252,-85.734046
38.153264,-85.734142
38.15328,-85.734359
38.1533306,-85.7352694
38.1533306,-85.736087
38.1533306,-85.736327
38.1533306,-85.736598
38.1533306,-85.73686
38.1533306,-85.737118
38.1533306,-85.737504
38.1533306,-85.738057
38.1533306,-85.738358
38.1533306,-85.738604
38.1533306,-85.738851
38.1533306,-85.739111
38.1533306,-85.739454
38.1533306,-85.739804
38.1533306,-85.740272
38.1533306,-85.74071
38.1533306,-85.740939
38.1533306,-85.741099
38.1533306,-85.741236
38.1533306,-85.74135
38.1533306,-85.741461
38.1533306,-85.741564
38.1533306,-85.741684
38.1533306,-85.741791
38.1533306,-85.74198
38.1533306,-85.742081
38.1533306,-85.742174
38.1533306,-85.742281
38.1533306,-85.742401
38.1533306,-85.742524
38.1533306,-85.74263
38.1533306,-85.742686
38.1533306,-85.74277
38.1533306,-85.742841
38.1533306,-85.742914
38.1533306,-85.742971
38.1533306,-85.743032
38.1533306,-85.743073
38.1533306,-85.743124
38.1533306,-85.743164
38.1533306,-85.743204
38.1533306,-85.743243
38.1533306,-85.743281
38.1533306,-85.7433628
38.1533306,-85.743376
38.1533306,-85.743541
38.1533306,-85.743593
38.1533306,-85.743708
38.1533306,-85.743795
38.1533306,-85.743883
38.1533306,-85.743957
38.1533306,-85.744021
38.1533306,-85.744074
38.1533306,-85.744124
38.1533306,-85.744167
38.1533306,-85.744215
38.1533306,-85.744266
38.1533306,-85.744315
38.1533306,-85.744377
38.1533306,-85.744456
38.1533306,-85.744522
38.1533306,-85.74461
38.1533306,-85.744678
38.1533306,-85.744764
38.1533306,-85.7447759
38.1533306,-85.7447947
38.1533306,-85.744817
38.1533306,-85.7448371
38.1533306,-85.744919
38.1533306,-85.74503
38.1533306,-85.745173
38.1533306,-85.745335
38.1533306,-85.745478
38.1533306,-85.745581
38.1533306,-85.745649
38.1533306,-85.745729
38.1533306,-85.745883
38.1533306,-85.746031
38.1533306,-85.746138
38.1533306,-85.74623
38.1533306,-85.746362
38.1533306,-85.746448
38.1533306,-85.746831
38.1533306,-85.747058
38.1533306,-85.747548
38.1533306,-85.747955
38.1533306,-85.748497
38.1533306,-85.7486797
38.1533306,-85.749082
38.1533306,-85.749411
38.1533306,-85.749598
38.1533306,-85.749771
38.1533306,-85.749834
38.1533306,-85.749873
38.1533306,-85.7499
38.1533306,-85.749923
38.1533306,-85.749943
38.1533306,-85.749952
38.1533306,-85.749957
38.1533306,-85.749955
38.1533306,-85.749951
38.1533306,-85.749942
38.1533306,-85.74993
38.1533306,-85.749917
38.1533306,-85.749899
38.1533306,-85.749873
38.1533306,-85.749846
38.1533306,-85.749806
38.1533306,-85.749765
38.1533306,-85.749717
38.1533306,-85.749665
38.1533306,-85.7496177
38.1533306,-85.7495538
38.1533306,-85.7494777
38.1533306,-85.7494137
38.1533306,-85.749359
38.1533306,-85.749286
38.1533306,-85.749195
38.1533306,-85.749112
38.1533306,-85.749035
38.1533306,-85.74894
38.1533306,-85.748828
38.1533306,-85.748682
38.1533306,-85.74849
38.1533306,-85.7479346
38.1533306,-85.747657
38.1533306,-85.7473675
38.1533306,-85.7469241
38.1533306,-85.746854
38.1533306,-85.7469303
38.1533306,-85.7469642
38.1533306,-85.7471728
38.1533306,-85.746951
38.1533306,-85.747554
38.1533306,-85.7481163
38.1533306,-85.748145
38.1533306,-85.7487517
38.1533306,-85.749041
38.1533306,-85.749339
38.1533306,-85.749461
38.1533306,-85.749603
38.1533306,-85.749707
38.1533306,-85.749787
38.1533306,-85.749845
38.1533306,-85.749887
38.1533306,-85.749916
38.1533306,-85.749935
38.1533306,-85.749958
38.1533306,-85.7500104
38.1533306,-85.7500386
38.1533306,-85.7500572
38.1533306,-85.750072
38.1533306,-85.7501117
38.1533306,-85.7501566
38.1533306,-85.750172
38.1533306,-85.7501893
38.1533306,-85.7502
38.1533306,-85.750217
38.1533306,-85.7499337
38.1533306,-85.7499579
38.1533306,-85.749982
38.1533306,-85.7500893
38.1533306,-85.7502932
38.1533306,-85.750497
38.1533306,-85.7505077
38.1533306,-85.7505158
38.1533306,-85.7505131
38.1533306,-85.7505185
38.1533306,-85.750522
38.1533306,-85.750529
38.1533306,-85.750545
38.1533306,-85.75057
38.1533306,-85.750576
38.1533306,-85.75058
38.1533306,-85.7505762
38.1533306,-85.750574
38.1533306,-85.7505821
38.1533306,-85.750584
38.1533306,-85.7505882
38.1533306,-85.750627
38.1533306,-85.750642
38.1533306,-85.750661
38.1533306,-85.750674
